x1,2243,y1,2438,z1,2104,x2,2034,y2,2109,z2,2045
x1,2039,y1,2429,z1,2102,x2,2033,y2,2111,z2,2044
x1,2037,y1,2431,z1,2102,x2,2032,y2,2110,z2,2046
x1,2038,y1,2428,z1,2103,x2,2033,y2,2112,z2,2042
x1,2039,y1,2430,z1,2100,x2,2033,y2,2111,z2,2043
x1,2039,y1,2428,z1,2101,x2,2033,y2,2110,z2,2043
x1,2038,y1,2427,z1,2100,x2,2033,y2,2111,z2,2044
x1,2038,y1,2428,z1,2098,x2,2033,y2,2112,z2,2043
x1,2038,y1,2429,z1,2100,x2,2031,y2,2110,z2,2043
x1,2037,y1,2428,z1,2102,x2,2033,y2,2111,z2,2044
,20586,,24296,,21012,,20328,,21107,,20437
