*******************************************************
9
TimeA,85808,xA,306,yA,27,zA,135,TimeB,85841,xB,2021,yB,790,zB,2044,85872,1762
TimeA,85890,xA,305,yA,0,zA,0,TimeB,85920,xB,2025,yB,868,zB,2048,85951,1756
TimeA,85969,xA,306,yA,0,zA,0,TimeB,86000,xB,2027,yB,868,zB,2048,86030,1768
TimeA,86048,xA,305,yA,0,zA,123,TimeB,86081,xB,2025,yB,781,zB,2044,86111,1771
TimeA,86130,xA,305,yA,0,zA,0,TimeB,86160,xB,2026,yB,869,zB,2048,86190,1733
TimeA,86209,xA,305,yA,0,zA,0,TimeB,86239,xB,2026,yB,869,zB,2049,86269,1760
TimeA,86288,xA,306,yA,0,zA,0,TimeB,86318,xB,2027A,0,TimeB,86874,xB,2024,yB,787,zB,2043,86904,1773
TimeA,86923,xA,305,yA,0,zA,0,TimeB,86953,xB,2026,yB,871,zB,2048,86983,1741
TimeA,87002,xA,306,yA,0,zA,0,TimeB,87032,xB,2027,yB,869,zB,2049,87062,1762
TimeA,87081,xA,305,yA,0,zA,0,TimeB,87111,xB,2027,yB,8B,88463,xB,2021,yB,806,zB,2043,88493,1780
TimeA,88512,xA,305,yA,0,zA,11,TimeB,88543,xB,2026,yB,869,zB,2048,88574,1740
TimeA,88592,xA,306,yA,0,zA,0,TimeB,88622,xB,2026,yB,869,zB,2048,88653,1765
TimeA,88671,xA,306,yA,0,zA,0,TimeB,88701,xB,2026,yB,869,zB,2048,88732,1769
TimeA,88750,xA,306,yA,24,zA,49,TimeB,88783,xB,2025,yB,792,zB,2047,88813,1734
TimeA,88831,xA,305,yA,0,zA,0,TimeB,88862,xB,2027,yB,870,zB,2050,88892,1761
TimeA,88910,xA,306,yA,0,zA,0,TimeB,88941,xB,2026,yB,868,zB,2049,88971,1773
TimeA,889989260,xB,2021,yB,795,zB,2042,89290,1780
TimeA,89309,xA,306,yA,0,zA,20,TimeB,89340,xB,2027,yB,870,zB,2047,89370,1729
TimeA,89389,xA,305,yA,0,zA,0,TimeB,89419,xB,2026,yB,868,zB,2048,89449,1758
TimeA,89468,xA,306,yA,0,zA,0,TimeB,89498,xB,2026,yB,868,zB,2048,89528,1773
TimeA,89547,xA,305,yA,20,zA,34,TimeB,89579,xB,2025,yB,776,zB,2043,89609,1730
TimeA,89628,xA,306,yA,0,zA,0,TimeB,89658,xB,2026,yB,869,zB,2050,89688,1760
TimeA,89707,xA,305,yA,0,zA,0,TimeB,89737,xB,2027,yB,868,zB,2048,89767,1772
TimeA,89786,xA,306,yA,15,zA,105,TimeB,89819,xB,2022,yB,797,zB,2043,89850,1786
TimeA,89868,xA,306,yA,0,zA,0,TimeB,89898,xB,2028,yB,869,zB,2048,89929,1741
TimeA,89947,xA,304,yA,0,zA,0,TimeB,89978,xB,2026,yB,867,zB,2048,90008,1762
TimeA,90026,xA,304,yA,0,zA,0,TimeB,90057,xB,2023,yB,790,zB,2043,90087,1769
TimeA,90105,xA,304,yA,0,zA,11,TimeB,90137,xB,2027,yB,870,zB,2048,90167,1728
TimeA,90186,xA,305,yA,0,zA,0,TimeB,90216,xB,2027,yB,869,zB,2047,90246,1758
TimeA,90265,xA,305,yA,0,zA,0,TimeB,90295,xB,2026,yB,869,zB,2047,,,,,,90596,240
TimeA,90645,xA,304,yA,20,zA,97,TimeB,90677,xB,2023,yB,777,zB,2049,90707,1528
TimeA,90726,xA,304,yA,0,zA,0,TimeB,90756,xB,2027,yB,869,zB,2049,90786,1657
TimeA,90805,xA,305,yA,0,zA,0,TimeB,90835,xB,2027,yB,869,zB,2048,90865,1712
TimeA,90884,xA,305,yA,0,zA,136,TimeB,90916,xB,2021,yB,786,zB,2046,90946,1735
TimeA,90965,xA,305,yA,0,zA,0,TimeB,90995,xB,2026,yB,870,zB,2048,91025,1718
TimeA,91044,xA,305,yA,0,zA,0,TimeB,91074,xB,2028,yB,868,zB,2048,91104,1745
TimeA,91123,xA,306,yA,0,zA,0,TimeB,91153,xB,2026,yB,788,zB,2040,91183,1770
TimeA,91202,xA,306,yA,21,zA,33,TimeB,91234,xB,2024,yB,872,zB,2048,91264,1724
TimeA,91283,xA,306,yA,0,zA,0,TimeB,91313,xB,2027,yB,868,zB,2048,91343,1752
TimeA,91362,xA,305,yA,0,zA,0,TimeB,91392,xB,2027,yB,868,zB,2049,91422,1764
TimeA,91441,xA,304,yA,26,zA,101,TimeB,91474,xB,2025,yB,778,zB,2043,91505,1749
TimeA,91523,xA,306,yA,0,zA,0,TimeB,91554,xB,2027,yB,869,zB,2049,91584,1763
TimeA,91602,xA,305,yA,0,zA,0,TimeB,91633,xB,2027,yB,868,zB,2048,91663,1772
TimeA,91681,xA,305,yA,0,zA,124,TimeB,91714,xB,2021,yB,777,zB,2046,91744,1785
TimeA,91763,xA,305,yA,0,zA,0,TimeB,91793,xB,2026,yB,870,zB,2050,91823,1743
TimeA,91842,xA,306,yA,0,zA,0,TimeB,91872,xB,2027,yB,869,zB,2049,91902,1763
TimeA,91921,xA,305,yA,0,zA,0,TimeB,91951,xB,2026,yB,797,zB,2041,91981,1781
TimeA,92000,xA,306,yA,23,zA,103,TimeB,92033,xB,2024,yB,871,zB,2049,92063,1738
TimeA,92082,xA,305,yA,0,zA,0,TimeB,92112,xB,2027,yB,868,zB,2048,92142,1759
TimeA,92161,xA,306,yA,0,zA,0,TimeB,92191,xB,2027,yB,869,zB,2048,92221,1772
TimeA,92240,xA,306,yA,21,zA,101,TimeB,92273,xB,2021,yB,832,zB,2043,92303,1749
TimeA,92322,xA,305,yA,0,zA,0,TimeB,92352,xB,2026,yB,869,zB,2050,92382,1758
TimeA,92401,xA,305,yA,0,zA,0,TimeB,92431,xB,2026,yB,868,zB,2049,92461,1771
TimeA,92480,xA,305,yA,0,zA,135,TimeB,92512,xB,2024,yB,777,zB,2045,92543,1787
TimeA,92561,xA,306,yA,0,zA,0,TimeB,92591,xB,2027,yB,871,zB,2049,92622,1742
TimeA,92640,xA,306,yA,0,zA,0,TimeB,92670,xB,2027,yB,869,zB,2049,92701,1764
TimeA,92719,xA,305,yA,0,zA,0,TimeB,92750,xB,2020
TimeA,93038,xA,305,yA,14,zA,90,TimeB,93070,xB,2021,yB,842,zB,2046,93100,1763
TimeA,93119,xA,305,yA,0,zA,0,TimeB,93149,xB,2027,yB,869,zB,2050,93179,1761
TimeA,93198,xA,306,yA,0,zA,0,TimeB,93228,xB,2027,yB,868,zB,2048,93258,1772
TimeA,93277,xA,305,yA,0,zA,132,TimeB,93309,xB,2026,yB,784,zB,2042,93339,1777
TimeA,93358,xA,305,yA,1,zA,17,TimeB,93389,xB,2028,yB,870,zB,2049,93419,1749
TimeA,93438,xA,305,yA,0,zA,0,TimeB,93468,xB,2026,yB,868,zB,2048,93498,1768
TimeA,93517,xA,305,yA,0,zA,0,TimeB,93547,xB,2026,yB,789,zB,2041,93577,1761
TimeA,93596,xA,304,yA,21,zA,126,TimeB,93629,xB,2023,yB,875,zB,2049,93660,1747
TimeA,93678,xA,305,yA,0,zA,0,TimeB,93708,xB,2025,yB,868,zB,2049,93739,1761
TimeA,93757,xA,305,yA,0,zA,0,TimeB,93787,xB,2026,yB,869,zB,2048,93818,1772
TimeA,93836,xA,305,yA,23,zA,102,TimeB,93870,xB,2022,yB,781,zB,2046,93900,1771
TimeA,93918,xA,306,yA,0,zA,0,TimeB,93949,xB,2027,yB,869,zB,2049,93979,1768
TimeA,93998,xA,305,yA,0,zA,0,TimeB,94028,xB,2027,yB,868,zB,2050,94058,1776
TimeA,94077,xA,305,yA,0,zA,126,TimeB,94109,xB,2021,yB,778,zB,2044,94139,1774
TimeA,94158,xA,305,yA,0,zA,0,TimeB,94188,xB,2027,yB,870,zB,2049,94218,1747
TimeA,94237,xA,305,yA,0,zA,0,TimeB,94267,xB,2026,yB,867,zB,2048,94297,1768
TimeA,94316,xA,305,yA,0,zA,0,TimeB,94346,xB,2027,yB,798,zB,2044,94376,1761
TimeA,94395,xA,306,yA,25,zA,109,TimeB,94428,xB,2026,yB,869,zB,2049,94458,1745
